COURSE NUMBER,COURSE TITLE,MINIMUM CREDITS,MAXIMUM CREDITS,GRADING METHOD,SECTION ID,INSTRUCTOR,TOTAL SEATS,OPEN SEATS,WAITLIST COUNT,LECTURE TIME,DISCUSSION TIME,LAB TIME,UNSPECIFIED TIME MESSAGE,HAS LECTURE,HAS DISCUSSION,HAS LAB,IS NORMAL,IS BLENDED (NORMAL AND ONLINE),IS ONLINE,SPECIAL RESTRICTION,PREREQUISITE,COREQUISITE,RESTRICTION,CREDIT ONLY GRANTED FOR,FORMERLY,RECOMMENDED,CROSS-LISTED WITH,DESCRIPTION
GEMS296,Team Project Seminar I,1,1,Reg,0104,Instructor: TBA,14,6,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,"GEMS100, GEMS102, and GEMS104",GEMS202,Must be in the Gemstone program with sophomore standing in a research team,,,,,"This is the first of six seminars during which Gemstone students carry out multidisciplinary research with the guidance of a faculty mentor. The teams develop their working relationship, start their literature search, define their research question, and set short & long term goals."
GEMS296,Team Project Seminar I,1,1,Reg,0105,Instructor: TBA,14,3,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,"GEMS100, GEMS102, and GEMS104",GEMS202,Must be in the Gemstone program with sophomore standing in a research team,,,,,"This is the first of six seminars during which Gemstone students carry out multidisciplinary research with the guidance of a faculty mentor. The teams develop their working relationship, start their literature search, define their research question, and set short & long term goals."
GEMS296,Team Project Seminar I,1,1,Reg,0106,Instructor: TBA,14,3,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,"GEMS100, GEMS102, and GEMS104",GEMS202,Must be in the Gemstone program with sophomore standing in a research team,,,,,"This is the first of six seminars during which Gemstone students carry out multidisciplinary research with the guidance of a faculty mentor. The teams develop their working relationship, start their literature search, define their research question, and set short & long term goals."
GEMS296,Team Project Seminar I,1,1,Reg,0107,Instructor: TBA,14,7,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,"GEMS100, GEMS102, and GEMS104",GEMS202,Must be in the Gemstone program with sophomore standing in a research team,,,,,"This is the first of six seminars during which Gemstone students carry out multidisciplinary research with the guidance of a faculty mentor. The teams develop their working relationship, start their literature search, define their research question, and set short & long term goals."
GEMS296,Team Project Seminar I,1,1,Reg,0108,Instructor: TBA,14,6,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,"GEMS100, GEMS102, and GEMS104",GEMS202,Must be in the Gemstone program with sophomore standing in a research team,,,,,"This is the first of six seminars during which Gemstone students carry out multidisciplinary research with the guidance of a faculty mentor. The teams develop their working relationship, start their literature search, define their research question, and set short & long term goals."
GEMS296,Team Project Seminar I,1,1,Reg,0109,Instructor: TBA,14,4,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,"GEMS100, GEMS102, and GEMS104",GEMS202,Must be in the Gemstone program with sophomore standing in a research team,,,,,"This is the first of six seminars during which Gemstone students carry out multidisciplinary research with the guidance of a faculty mentor. The teams develop their working relationship, start their literature search, define their research question, and set short & long term goals."
GEMS296,Team Project Seminar I,1,1,Reg,0110,Instructor: TBA,14,11,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,"GEMS100, GEMS102, and GEMS104",GEMS202,Must be in the Gemstone program with sophomore standing in a research team,,,,,"This is the first of six seminars during which Gemstone students carry out multidisciplinary research with the guidance of a faculty mentor. The teams develop their working relationship, start their literature search, define their research question, and set short & long term goals."
GEMS296,Team Project Seminar I,1,1,Reg,0111,Instructor: TBA,14,6,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,"GEMS100, GEMS102, and GEMS104",GEMS202,Must be in the Gemstone program with sophomore standing in a research team,,,,,"This is the first of six seminars during which Gemstone students carry out multidisciplinary research with the guidance of a faculty mentor. The teams develop their working relationship, start their literature search, define their research question, and set short & long term goals."
GEMS296,Team Project Seminar I,1,1,Reg,0112,Instructor: TBA,14,9,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,"GEMS100, GEMS102, and GEMS104",GEMS202,Must be in the Gemstone program with sophomore standing in a research team,,,,,"This is the first of six seminars during which Gemstone students carry out multidisciplinary research with the guidance of a faculty mentor. The teams develop their working relationship, start their literature search, define their research question, and set short & long term goals."
GEMS296,Team Project Seminar I,1,1,Reg,0113,Instructor: TBA,14,14,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,"GEMS100, GEMS102, and GEMS104",GEMS202,Must be in the Gemstone program with sophomore standing in a research team,,,,,"This is the first of six seminars during which Gemstone students carry out multidisciplinary research with the guidance of a faculty mentor. The teams develop their working relationship, start their literature search, define their research question, and set short & long term goals."
GEMS296,Team Project Seminar I,1,1,Reg,0114,Instructor: TBA,14,14,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,"GEMS100, GEMS102, and GEMS104",GEMS202,Must be in the Gemstone program with sophomore standing in a research team,,,,,"This is the first of six seminars during which Gemstone students carry out multidisciplinary research with the guidance of a faculty mentor. The teams develop their working relationship, start their literature search, define their research question, and set short & long term goals."
GEMS296,Team Project Seminar I,1,1,Reg,0115,David Lovell,5,4,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,"GEMS100, GEMS102, and GEMS104",GEMS202,Must be in the Gemstone program with sophomore standing in a research team,,,,,"This is the first of six seminars during which Gemstone students carry out multidisciplinary research with the guidance of a faculty mentor. The teams develop their working relationship, start their literature search, define their research question, and set short & long term goals."
GEMS297,Team Project Seminar II,2,2,Reg,0101,Instructor: TBA,14,14,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,,,Must be in the Gemstone program with sophomore standing in a research team,,,,,"This is the second of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team develops its website, prepares and presents its research proposal and begins its research project."
GEMS297,Team Project Seminar II,2,2,Reg,0113,Instructor: TBA,5,5,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,,,Must be in the Gemstone program with sophomore standing in a research team,,,,,"This is the second of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team develops its website, prepares and presents its research proposal and begins its research project."
GEMS396,Team Project Seminar III,2,2,Reg,0101,Heng Huang,14,12,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS297,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the third of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team presents its progress at the Gemstone Colloquia.
GEMS396,Team Project Seminar III,2,2,Reg,0102,Birthe Kjellerup Shirtliff,14,7,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS297,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the third of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team presents its progress at the Gemstone Colloquia.
GEMS396,Team Project Seminar III,2,2,Reg,0103,Giuliano Scarcelli,14,7,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS297,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the third of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team presents its progress at the Gemstone Colloquia.
GEMS396,Team Project Seminar III,2,2,Reg,0104,Erik Nesse,14,11,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS297,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the third of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team presents its progress at the Gemstone Colloquia.
GEMS396,Team Project Seminar III,2,2,Reg,0105,Andrew Schiffmacher,14,12,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS297,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the third of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team presents its progress at the Gemstone Colloquia.
GEMS396,Team Project Seminar III,2,2,Reg,0106,Becky Epanchin-Niell,14,9,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS297,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the third of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team presents its progress at the Gemstone Colloquia.
GEMS396,Team Project Seminar III,2,2,Reg,0107,Michael Otte,14,4,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS297,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the third of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team presents its progress at the Gemstone Colloquia.
GEMS396,Team Project Seminar III,2,2,Reg,0108,Philip DeShong,14,9,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS297,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the third of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team presents its progress at the Gemstone Colloquia.
GEMS396,Team Project Seminar III,2,2,Reg,0109,Veronica Kang,14,7,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS297,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the third of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team presents its progress at the Gemstone Colloquia.
GEMS396,Team Project Seminar III,2,2,Reg,0110,Lucas Butler,14,9,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS297,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the third of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team presents its progress at the Gemstone Colloquia.
GEMS396,Team Project Seminar III,2,2,Reg,0111,Johan Larsson,14,7,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS297,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the third of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team presents its progress at the Gemstone Colloquia.
GEMS396,Team Project Seminar III,2,2,Reg,0112,Yanjin Zhang,14,5,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS297,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the third of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team presents its progress at the Gemstone Colloquia.
GEMS396,Team Project Seminar III,2,2,Reg,0113,Erin Tran,14,3,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS297,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the third of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team presents its progress at the Gemstone Colloquia.
GEMS396,Team Project Seminar III,2,2,Reg,0114,Instructor: TBA,14,14,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS297,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the third of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team presents its progress at the Gemstone Colloquia.
GEMS396,Team Project Seminar III,2,2,Reg,0115,David Lovell,5,5,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS297,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the third of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team presents its progress at the Gemstone Colloquia.
GEMS397,Team Project Seminar IV,2,2,Reg,0113,David Lovell,5,4,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS396,,Must be in the Gemstone program with junior standing in a research team,,,,,This is the fourth of six seminars during which Gemstone students carry out interdisciplinary research with the guidance of a faculty mentor. The team further develops its website. Also they will prepare and present the team project in the poster session of Undergraduate Research Day.
GEMS496,Project Writing Seminar,2,2,Reg,0101,Anil Deane,14,11,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS397,,Must be in the Gemstone program,,,,,This is the fifth of six seminars during which Gemstone students carry out research with the guidance of a faculty mentor. The team finishes the analysis of their data and writes and edits its team thesis.
GEMS496,Project Writing Seminar,2,2,Reg,0102,Mohammad Hafezi,14,7,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS397,,Must be in the Gemstone program,,,,,This is the fifth of six seminars during which Gemstone students carry out research with the guidance of a faculty mentor. The team finishes the analysis of their data and writes and edits its team thesis.
GEMS496,Project Writing Seminar,2,2,Reg,0103,Fernando Raffan Montoya,14,8,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS397,,Must be in the Gemstone program,,,,,This is the fifth of six seminars during which Gemstone students carry out research with the guidance of a faculty mentor. The team finishes the analysis of their data and writes and edits its team thesis.
GEMS496,Project Writing Seminar,2,2,Reg,0104,Sylvette La Touche-Howard,14,6,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS397,,Must be in the Gemstone program,,,,,This is the fifth of six seminars during which Gemstone students carry out research with the guidance of a faculty mentor. The team finishes the analysis of their data and writes and edits its team thesis.
GEMS496,Project Writing Seminar,2,2,Reg,0105,Sahil Shah,14,9,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS397,,Must be in the Gemstone program,,,,,This is the fifth of six seminars during which Gemstone students carry out research with the guidance of a faculty mentor. The team finishes the analysis of their data and writes and edits its team thesis.
GEMS496,Project Writing Seminar,2,2,Reg,0106,Peter Sunderland,14,8,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS397,,Must be in the Gemstone program,,,,,This is the fifth of six seminars during which Gemstone students carry out research with the guidance of a faculty mentor. The team finishes the analysis of their data and writes and edits its team thesis.
GEMS496,Project Writing Seminar,2,2,Reg,0107,Myles Poulin,14,6,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS397,,Must be in the Gemstone program,,,,,This is the fifth of six seminars during which Gemstone students carry out research with the guidance of a faculty mentor. The team finishes the analysis of their data and writes and edits its team thesis.
GEMS496,Project Writing Seminar,2,2,Reg,0108,Mohammad Hajiaghayi,14,10,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS397,,Must be in the Gemstone program,,,,,This is the fifth of six seminars during which Gemstone students carry out research with the guidance of a faculty mentor. The team finishes the analysis of their data and writes and edits its team thesis.
GEMS496,Project Writing Seminar,2,2,Reg,0109,Brantley Hall,14,7,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS397,,Must be in the Gemstone program,,,,,This is the fifth of six seminars during which Gemstone students carry out research with the guidance of a faculty mentor. The team finishes the analysis of their data and writes and edits its team thesis.
GEMS496,Project Writing Seminar,2,2,Reg,0110,David Lovell,14,11,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS397,,Must be in the Gemstone program,,,,,This is the fifth of six seminars during which Gemstone students carry out research with the guidance of a faculty mentor. The team finishes the analysis of their data and writes and edits its team thesis.
GEMS496,Project Writing Seminar,2,2,Reg,0111,Huang Chiao Huang,14,11,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS397,,Must be in the Gemstone program,,,,,This is the fifth of six seminars during which Gemstone students carry out research with the guidance of a faculty mentor. The team finishes the analysis of their data and writes and edits its team thesis.
GEMS496,Project Writing Seminar,2,2,Reg,0112,Dana Dachman-Soled,14,7,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS397,,Must be in the Gemstone program,,,,,This is the fifth of six seminars during which Gemstone students carry out research with the guidance of a faculty mentor. The team finishes the analysis of their data and writes and edits its team thesis.
GEMS496,Project Writing Seminar,2,2,Reg,0113,Derek Paley,14,7,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS397,,Must be in the Gemstone program,,,,,This is the fifth of six seminars during which Gemstone students carry out research with the guidance of a faculty mentor. The team finishes the analysis of their data and writes and edits its team thesis.
GEMS496,Project Writing Seminar,2,2,Reg,0114,Daniel Stein,14,10,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS397,,Must be in the Gemstone program,,,,,This is the fifth of six seminars during which Gemstone students carry out research with the guidance of a faculty mentor. The team finishes the analysis of their data and writes and edits its team thesis.
GEMS496,Project Writing Seminar,2,2,Reg,N110,Allan Doctor,14,13,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS397,,Must be in the Gemstone program,,,,,This is the fifth of six seminars during which Gemstone students carry out research with the guidance of a faculty mentor. The team finishes the analysis of their data and writes and edits its team thesis.
GEMS497,Team Thesis Defense,2,2,Reg,0110,Po-Yen Chen,14,14,0,M 6:30pm-7:20pm,,,,1,0,0,1,0,0,,GEMS396,,Must be in the Gemstone program,,,,,Gemstone teams will complete the team research project and thesis. The team will formally present the thesis to experts in the area of interest at a Team Thesis Conference before final submission.
GEMS497,Team Thesis Defense,2,2,Reg,0113,David Lovell,5,5,0,,,,Contact department or instructor for details.,0,0,0,1,0,0,,GEMS396,,Must be in the Gemstone program,,,,,Gemstone teams will complete the team research project and thesis. The team will formally present the thesis to experts in the area of interest at a Team Thesis Conference before final submission.
GEOG140,"Natural Disasters: Earthquakes, Floods, and Fires",3,3,"Reg, P-F, Aud",FC01,Keith Yearwood,48,39,0,MW 4:30pm-5:45pm,,,,1,0,0,1,0,0,Restricted to students in Freshmen Connection.,,,,,,,,"Catastrophic Environmental Events (CCE) that are becoming more common in this time of global environmental change and it is essential that today's students be equipped with the knowledge and skills to be leaders as we, as a society, understand the upheaval that these CCEs are causing. Students will examine how CEEs shape human society and ecosystem from the interdisciplinary perspective afforded by the field of Geography. Students will use the latest geographic science concepts and techniques in exploring these events. Using satellite imagery they will gain a multi-scale perspective of the ecological and societal aspects of the events."
GEOG140,"Natural Disasters: Earthquakes, Floods, and Fires",3,3,"Reg, P-F, Aud",0101,Keith Yearwood,150,0,0,MW 1:00pm-1:50pm,,,Class time/details on ELMS,1,0,0,1,1,1,,,,,,,,,"Catastrophic Environmental Events (CCE) that are becoming more common in this time of global environmental change and it is essential that today's students be equipped with the knowledge and skills to be leaders as we, as a society, understand the upheaval that these CCEs are causing. Students will examine how CEEs shape human society and ecosystem from the interdisciplinary perspective afforded by the field of Geography. Students will use the latest geographic science concepts and techniques in exploring these events. Using satellite imagery they will gain a multi-scale perspective of the ecological and societal aspects of the events."
GEOG170,Mapping our Digital World,3,3,"Reg, P-F, Aud",FC01,Instructor: TBA,25,24,0,MW 6:00pm-7:15pm,,,,1,0,0,1,0,0,Restricted to students in Freshmen Connection.,,,,,,,,"Introduction to technical methods used in gathering, analyzing, and mapping geospatial information for applications such as urban mobility, environmental monitoring, situational awareness, and disaster management. Topics include Geographic Information Systems (GIS), cartography, map projections, satellite and airborne remote sensing, the global positioning system (GPS), and introductory statistics and probability. The course is a gateway to more advanced technical classes in geospatial science."
GEOG170,Mapping our Digital World,3,3,"Reg, P-F, Aud",0101,Naijun Zhou,150,88,0,MW 2:00pm-2:50pm,,,Class time/details on ELMS,1,0,0,1,1,1,,,,,,,,,"Introduction to technical methods used in gathering, analyzing, and mapping geospatial information for applications such as urban mobility, environmental monitoring, situational awareness, and disaster management. Topics include Geographic Information Systems (GIS), cartography, map projections, satellite and airborne remote sensing, the global positioning system (GPS), and introductory statistics and probability. The course is a gateway to more advanced technical classes in geospatial science."
GEOG172,Earth From Space,3,3,"Reg, P-F, Aud",FC01,Instructor: TBA,20,7,0,TuTh 7:30pm-8:45pm,,,,1,0,0,1,0,0,Restricted to students in Freshmen Connection.,,,,,,,,"Earth observations from space enable the mapping and monitoring of our changing planet.  This survey course reviews current observational capabilities and examines scientific applications in quantifying global environmental change. Drivers and outcomes of key dynamics will be illustrated and discussed, including sea and continental ice loss, deforestation, ocean warming, urbanization, agricultural expansion and intensification, and vegetation response to climate change."
GEOG201,Geography of Environmental Systems,3,3,"Reg, P-F, Aud",0101,Chris Justice,240,0,34,TuTh 12:30pm-1:45pm,,,,1,0,0,1,0,0,,,,,,,,,"A systematic introduction to the processes and associated forms of the atmosphere and earth's surfaces emphasizing the interaction between climatology, hydrology and geomorphology."
GEOG202,Introduction to Human Geography,3,3,"Reg, P-F, Aud",0101,Laixiang Sun,200,85,0,MW 3:00pm-3:50pm,,,Class time/details on ELMS,1,0,0,1,1,1,,,,,,,,,"Introduction to what geographers do and how they do it. Systematic study of issues regarding social and cultural systems from a global to a local scale. Looks at the distribution of these variables and answers the question ""Why here, and not there""?"
GEOG211,Geography of Environmental Systems Laboratory,1,1,"Reg, P-F, Aud",0101,Instructor: TBA,24,0,10,,,,Class time/details on ELMS,0,0,0,0,0,1,,"Must have completed or be concurrently enrolled in GEOL120, GEOL100, or GEOG201",,,,,,,"A laboratory course to accompany GEOG 201. Analysis of the components of the earth's energy balance using basic instrumentation; weather map interpretation; soil analysis; the application of map and air photo interpretation techniques to landform analysis.This is a 2 hr, 1 credit lab which parallels GEOG 201; Required for GEOG majors; optional for non-majors."
GEOG211,Geography of Environmental Systems Laboratory,1,1,"Reg, P-F, Aud",0201,Instructor: TBA,24,0,10,,,,Class time/details on ELMS,0,0,0,0,0,1,,"Must have completed or be concurrently enrolled in GEOL120, GEOL100, or GEOG201",,,,,,,"A laboratory course to accompany GEOG 201. Analysis of the components of the earth's energy balance using basic instrumentation; weather map interpretation; soil analysis; the application of map and air photo interpretation techniques to landform analysis.This is a 2 hr, 1 credit lab which parallels GEOG 201; Required for GEOG majors; optional for non-majors."
GEOG211,Geography of Environmental Systems Laboratory,1,1,"Reg, P-F, Aud",0301,Instructor: TBA,24,0,10,,,,Class time/details on ELMS,0,0,0,0,0,1,,"Must have completed or be concurrently enrolled in GEOL120, GEOL100, or GEOG201",,,,,,,"A laboratory course to accompany GEOG 201. Analysis of the components of the earth's energy balance using basic instrumentation; weather map interpretation; soil analysis; the application of map and air photo interpretation techniques to landform analysis.This is a 2 hr, 1 credit lab which parallels GEOG 201; Required for GEOG majors; optional for non-majors."
GEOG211,Geography of Environmental Systems Laboratory,1,1,"Reg, P-F, Aud",0401,Instructor: TBA,24,0,10,,,,Class time/details on ELMS,0,0,0,0,0,1,,"Must have completed or be concurrently enrolled in GEOL120, GEOL100, or GEOG201",,,,,,,"A laboratory course to accompany GEOG 201. Analysis of the components of the earth's energy balance using basic instrumentation; weather map interpretation; soil analysis; the application of map and air photo interpretation techniques to landform analysis.This is a 2 hr, 1 credit lab which parallels GEOG 201; Required for GEOG majors; optional for non-majors."
GEOG211,Geography of Environmental Systems Laboratory,1,1,"Reg, P-F, Aud",0501,Instructor: TBA,24,0,10,,,,Class time/details on ELMS,0,0,0,0,0,1,,"Must have completed or be concurrently enrolled in GEOL120, GEOL100, or GEOG201",,,,,,,"A laboratory course to accompany GEOG 201. Analysis of the components of the earth's energy balance using basic instrumentation; weather map interpretation; soil analysis; the application of map and air photo interpretation techniques to landform analysis.This is a 2 hr, 1 credit lab which parallels GEOG 201; Required for GEOG majors; optional for non-majors."
GEOG211,Geography of Environmental Systems Laboratory,1,1,"Reg, P-F, Aud",0601,Instructor: TBA,24,0,10,,,,Class time/details on ELMS,0,0,0,0,0,1,,"Must have completed or be concurrently enrolled in GEOL120, GEOL100, or GEOG201",,,,,,,"A laboratory course to accompany GEOG 201. Analysis of the components of the earth's energy balance using basic instrumentation; weather map interpretation; soil analysis; the application of map and air photo interpretation techniques to landform analysis.This is a 2 hr, 1 credit lab which parallels GEOG 201; Required for GEOG majors; optional for non-majors."
GEOG211,Geography of Environmental Systems Laboratory,1,1,"Reg, P-F, Aud",0701,Instructor: TBA,24,0,10,,,,Class time/details on ELMS,0,0,0,0,0,1,,"Must have completed or be concurrently enrolled in GEOL120, GEOL100, or GEOG201",,,,,,,"A laboratory course to accompany GEOG 201. Analysis of the components of the earth's energy balance using basic instrumentation; weather map interpretation; soil analysis; the application of map and air photo interpretation techniques to landform analysis.This is a 2 hr, 1 credit lab which parallels GEOG 201; Required for GEOG majors; optional for non-majors."
GEOG211,Geography of Environmental Systems Laboratory,1,1,"Reg, P-F, Aud",0801,Instructor: TBA,24,0,11,,,,Class time/details on ELMS,0,0,0,0,0,1,,"Must have completed or be concurrently enrolled in GEOL120, GEOL100, or GEOG201",,,,,,,"A laboratory course to accompany GEOG 201. Analysis of the components of the earth's energy balance using basic instrumentation; weather map interpretation; soil analysis; the application of map and air photo interpretation techniques to landform analysis.This is a 2 hr, 1 credit lab which parallels GEOG 201; Required for GEOG majors; optional for non-majors."
GEOG211,Geography of Environmental Systems Laboratory,1,1,"Reg, P-F, Aud",0901,Instructor: TBA,24,0,10,,,,Class time/details on ELMS,0,0,0,0,0,1,,"Must have completed or be concurrently enrolled in GEOL120, GEOL100, or GEOG201",,,,,,,"A laboratory course to accompany GEOG 201. Analysis of the components of the earth's energy balance using basic instrumentation; weather map interpretation; soil analysis; the application of map and air photo interpretation techniques to landform analysis.This is a 2 hr, 1 credit lab which parallels GEOG 201; Required for GEOG majors; optional for non-majors."
GEOG211,Geography of Environmental Systems Laboratory,1,1,"Reg, P-F, Aud",1001,Instructor: TBA,24,0,10,,,,Class time/details on ELMS,0,0,0,0,0,1,,"Must have completed or be concurrently enrolled in GEOL120, GEOL100, or GEOG201",,,,,,,"A laboratory course to accompany GEOG 201. Analysis of the components of the earth's energy balance using basic instrumentation; weather map interpretation; soil analysis; the application of map and air photo interpretation techniques to landform analysis.This is a 2 hr, 1 credit lab which parallels GEOG 201; Required for GEOG majors; optional for non-majors."
GEOG272,Introduction to Earth Observation Science,3,3,"Reg, P-F, Aud",0101,Catherine Nakalembe,25,0,2,MW 9:00am-9:50am,,F 11:00am-12:50pm,,1,0,1,1,0,0,,,,,GEOG272 or GEOG372,GEOG372,,,"Concepts and principles of Earth observation and remote sensing in relation to photographic, thermal infrared and radar imaging. Methods of obtaining quantitative information from remotely-sensed images. Interpretation of remotely-sensed images emphasizing the study of spatial and environmental relationships.Students must pay a $40.00 laboratory materials fee."
GEOG272,Introduction to Earth Observation Science,3,3,"Reg, P-F, Aud",0102,Catherine Nakalembe,25,0,1,MW 9:00am-9:50am,,F 11:00am-12:50pm,,1,0,1,1,0,0,,,,,GEOG272 or GEOG372,GEOG372,,,"Concepts and principles of Earth observation and remote sensing in relation to photographic, thermal infrared and radar imaging. Methods of obtaining quantitative information from remotely-sensed images. Interpretation of remotely-sensed images emphasizing the study of spatial and environmental relationships.Students must pay a $40.00 laboratory materials fee."
GEOG272,Introduction to Earth Observation Science,3,3,"Reg, P-F, Aud",0103,Catherine Nakalembe,25,0,0,MW 9:00am-9:50am,,Th 9:30am-11:20am,,1,0,1,1,0,0,,,,,GEOG272 or GEOG372,GEOG372,,,"Concepts and principles of Earth observation and remote sensing in relation to photographic, thermal infrared and radar imaging. Methods of obtaining quantitative information from remotely-sensed images. Interpretation of remotely-sensed images emphasizing the study of spatial and environmental relationships.Students must pay a $40.00 laboratory materials fee."
GEOG272,Introduction to Earth Observation Science,3,3,"Reg, P-F, Aud",0104,Catherine Nakalembe,25,15,0,MW 9:00am-9:50am,,Th 9:30am-11:20am,,1,0,1,1,0,0,,,,,GEOG272 or GEOG372,GEOG372,,,"Concepts and principles of Earth observation and remote sensing in relation to photographic, thermal infrared and radar imaging. Methods of obtaining quantitative information from remotely-sensed images. Interpretation of remotely-sensed images emphasizing the study of spatial and environmental relationships.Students must pay a $40.00 laboratory materials fee."
GEOG276,Principles of Python Programming and Geocomputing,3,3,"Reg, P-F, Aud",0101,Xin Tao,24,9,0,MW 11:00am-11:50am,,W 4:00pm-5:50pm,,1,0,1,1,0,0,,,,,,,,,"Introduces conceptual and practical aspects of scientific computing using the Python programming language. The main focus is on developing proficiency for the basic elements of the development environment, foundational syntax including variables, logical operators, looping, conditional statements, nesting, and common programming patterns for mathematical and textual computing. In addition, essential data structures and functionality for scientific computing, such as arrays, dataframes, and data visualization will be introduced. Throughout the course, students will also become exposed to various applications in the domain of the social and environmental sciences.Students must pay a $40.00 laboratory materials fee."
