COURSE PREFIX,COURSE NUMBER,NAME,CREDITS,DESCRIPTION,PREREQUISITE,RESTRICTION,FORMERLY NAMED,RECOMMENDED,CREDIT ONLY GRANTED FOR,REPEATABLE TO,CROSS-LISTED,COREQUISITE
ANSC,ANSC398,Seminar - Research,1,Presentation and discussion of current literature and research work in animal science.,ANSC101 and ANSC103,,,,,2 credits if content differs,,
ANSC,ANSC399,Special Problems in Animal Science,1-2,"Work assignments are designed to be proportional to the amount of credit. Students are expected to develop an abstract, fact sheet, manuscript, oral presentation, poster, webpage, journal-log, or other scholarly product associated with their study and/or project.",ANSC101 and ANSC103,Permission of AGNR-Animal & Avian Sciences department; and junior standing or higher,,,,6 credits if content differs,,
ANSC,ANSC410,The Gut Microbiome and its Roles in Health and Disease,3,"A comprehensive perspective of the role of gut microbiome/microflora in nutrition, metabolism, disease prevention and health issues including farm animal health and food value, and human gastrointestinal health and immunity.","BSCI223, ANSC212, ANSC327, EPIB301, BSCI222, BSCI421, or NFSC430; or students who have taken courses with comparable content may contact the department",,,,ANSC489M or ANSC410,,,
ANSC,ANSC417,Regulatory Issues in Animal Care and Management,3,"A study of regulatory issues affecting animal care and management in the livestock industry. Guest speakers and classroom discussions will focus on key topics including animal welfare, feed and drug regulations, animal identification, CAFO management, processing and marketing of animal products.","ANSC220, ANSC232, ANSC242, ANSC250, ANSC255, ANSC260, ANSC262, or ANSC282; or permission of instructor",,,,,,,
ANSC,ANSC435,Experimental Embryology,3,"Experimental approaches to mammalian embryology with emphasis on domestic livestock systems as applied to research and production systems. Lab will include hands-on experiments and demos of in vitro embryo production, embryo splitting, cell injection and nuclear transfer.",ANSC212,,,Completion of one course in reproductive physiology is recommended,ANSC435 or ANSC489M,,,
ANSC,ANSC436,Animal Health Policy and Communication,3,Intended for upper level students in Veterinary Medicine or Animal Science as well as other students who are interested in understanding how science and politics interact and influence animal health policy and how veterinarians and animal scientists can effectively communicate science to non-scientists such as legislators and policymakers.,,Must be in a major within the AGNR-Animal & Avian Sciences department; or permission of AGNR-VA-MD Regional COL Veterinary Med.,,Completion of ANSC225 and ANSC340 recommend,"ANSC489A, ANSC436, or VMSC436",,: VMSC436,
ANSC,ANSC437,Animal Biotechnology,3,"Key concepts and current issues in animal biotechnology are covered. Current techniques and applications systems as well as social, ethical, and regulatory issues associated with biotechnology will be discussed.",ANSC327; or students who have taken courses with comparable content may contact the department,,,,,,,
ANSC,ANSC440,Zoonotic Diseases and Control,3,"Global perspective of foodborne diseases common to animals and man, specifically those caused by farm animal-originated human pathogens (zoonoses) and their control. A selection of important zoonoses and food safety issues will be specifically covered with an emphasis on the principles of zoonotic disease transmission and control, risk factors to humans, and surveillance methods.","BSCI223, ANSC212, ANSC327, BSCI222, BSCI421, or NFSC430; or students who have taken courses with comparable content may contact the department",,,,ANSC440 or ANSC489R,,,
ANSC,ANSC443,Physiology of Lactation,3,A comprehensive survey of lactation in laboratory and domestic animals. Other species are discussed where possible. Emphasis will be placed on physiological aspects of milk synthesis and secretion and on the cellular and molecular biology of mammary gland development.,ANSC212; and CHEM231 or PLSC275,,,BCHM463,,,,
ANSC,ANSC444,Domestic Animal Endocrinology,3,Current developments in endocrinology as it relates to animals used in the production of food and other products important to the well being of humans will be covered.,ANSC212; or permission of instructor,Must not have completed ANSC644,,,"ANSC489I, ANSC444, or ANSC644",,,
ANSC,ANSC445,Comparative Digestive Physiology,3,"Comparative gastrointestinal physiology and the pathophysiology of diseases involved in animal-related research. A comparative approach will be presented for much of this material, using the human, canine, porcine, equine, bovine, and avian when information is available. The ultimate aim of the course is to provide a comprehensive knowledge of comparative gastrointestinal pathophysiology, and to give students an insight into the current field of human and veterinary gastroenterology. Students should feel more comfortable reading cutting edge literature by the end of the course, and should acquire a greater understanding of potential digestive disease areas for their future career such as graduate, medical, and veterinary students.",ANSC212,,,,,,,
ANSC,ANSC446,Physiology of Mammalian Reproduction,3,Anatomy and physiology of reproductive processes in domesticated and wild mammals.,ANSC212 or BSCI440,,,,,,,
ANSC,ANSC447,Physiology of Mammalian Reproduction Laboratory,1,"Gross and micro-anatomy, artificial insemination, estrous cycle synchronization and invitro-fertilization procedures and analytical techniques useful in animal management and reproduction.",Must have completed or be concurrently enrolled in ANSC446,,,,,,,
ANSC,ANSC450,Animal Breeding Plans,3,"Design of animal breeding programs for the genetic improvement of livestock and companion animal species. Principles of population and quantitative genetics. Genetic evaluations of animals, selection strategies and crossbreeding systems. Incorporation of statistics and biotechnology into animal breeding plans.","ANSC101; and 1 course with a minimum grade of C- from (MATH120, MATH130, MATH136, MATH140)",Junior standing or higher,,,,,,
ANSC,ANSC452,Avian Physiology,3,"The digestive, excretory, respiratory, circulatory, immune, skeletal muscle, endocrine and nervous systems of avian species will be examined.",ANSC212,Junior standing or higher,,,,,,
ANSC,ANSC453,Animal Welfare and Bioethics,3,"Ethical concerns related to the use of animals in modern society. Historical and philosophical overview of animal welfare and bioethics. Applied ethical discussions on human/animal interrelationships, physical and genetic manipulation, and other current issues associated with the treatment of animals used in food production, research, zoos, and as pets.",ANSC101 and ANSC103; or BSCI106; or (BSCI160 and BSCI161); or permission of instructor,Junior standing or higher,,,,,,
ANSC,ANSC454,Nutritional Aspects of Metabolic Disease,3,"Biochemical and physiological fundamentals of nutrition. Discussion of protein, fat,carbohydrate, minerals and vitamins and their roles and interrelationships innutrition, metabolism and diseases in humans and animals. The course will use recommended texts for foundation material as well as research papers to provide in-depth coverage and illustrate emerging themes in metabolic aspects of nutrition and disease.","CHEM131 and ANSC101, or BSCI170; or students who have taken courses with comparable content may contact the department",,,,ANSC4890 or ANSC454,,,
ANSC,ANSC455,Applied Animal Behavior,3,Principles of animal behavior applied to production systems in animal agriculture.,ANSC101 and ANSC103; or BSCI106; or (BSCI160 and BSCI161),,,,,,,
ANSC,ANSC460,Comparative Vertebrate Immunology,3,"Basic concepts in immunology, and comparing immunity in different vertebrates, including organization of immune systems, innate and adaptive immune responses. Special attention will be paid to how cell-mediated and humoral immune responses are induced in natural infections, and what are the effector mechanisms in both of these processes. Immune response in representative disease models such as infections with viruses and bacteria, cancer, and autoimmune disease will be discussed. Lectures concerning cutting-edge research will also be given.","ANSC212, BSCI201, or BSCI440",,,,ANSC460 or ANSC489I,,,
ANSC,ANSC489,Current Topics in Animal Science,1-3,Examination of current developments in the animal sciences.,,,,,,6 credits if content differs,,
ANSC,ANSC497,Animal Biotechnology Recombinant DNA Laboratory,3,"An advanced course offering hands-on experience in performing recombinant DNA experiments. Current molecular biology techniques used for cloning genes, analyzing the gene products, and modifying the genes of animals will be performed. Techniques include isolation of DNA, use of restriction enzymes; cloning procedures, PCR analysis, and Southern hybridizations. Lecture material focuses on interpretation of results generated in the laboratory.",ANSC327; or students who have taken courses with comparable content may contact the department,,,ANSC437 and ANSC435,,,,
ANTH,ANTH138,Special Topics in Study Abroad I,1-6,Special topics course taken as part of an approved study abroad program.,,,,,,15 credits if content differs,,
ANTH,ANTH210,Introduction to Medical Anthropology and Global Health,3,"An introduction to the central concepts in medical anthropology and the anthropology of global health. This course is a survey of anthropological notions of health, disease, and the body in cross-cultural and global contexts, including classic and contemporary texts. It will provide an examination of systems of knowledge and practice with regard to illness, healing, and global health inequities.",,,,,,,,
ANTH,ANTH221,Introduction to Forensic Sciences,3,"Provides a brief history of forensic sciences, an introduction to some of the techniques used, and a demonstration of some of the applications of forensic sciences. A survey course designed to give the student some exposure to the kinds of scientific knowledge and techniques applied to the medico-legal investigation of death and other crimes.",,,,,ANTH298A or ANTH221,,,
ANTH,ANTH222,Introduction to Ecological and Evolutionary Anthropology,4,"An introduction to the evolution of human physiology and human behavior, the relationship between hominid and non-hominid primates, and the study of relationships between a population of humans and their biophysical environment.",,,,,ANTH220 or ANTH222,,,
ANTH,ANTH238,Special Topics Study Abroad II,1-6,Special topics course taken as part of an approved study abroad program.,,,,,,15 credits if content differs,,
ANTH,ANTH240,Introduction to Archaeology,3,"Exploration of the variety of past human societies and cultures through archaeology, from the emergence of anatomically modern humans to the more recent historical past.",,,,,,,,
ANTH,ANTH242,"Fire, Farming and Climate Change: An Archaeology Take on the History of Human Impacts on our Planet",3,"An examination of why climate changes, the methods for recording climate change, and case studies of the varied responses of past human societies to climate change in different geographic regions and time periods with varying socio-political and economic systems.",,,,,,,,
ANTH,ANTH260,Introduction to Sociocultural Anthropology and Linguistics,3,Culture and social relationships in a wide variety of settings from small-scale to complex societies. An overview of how anthropology analyzes human behavior. Particular attention to the relationship between language and culture.,,,,,,,,
ANTH,ANTH263,Sexuality and Culture,3,"An overview of sexuality from an anthropological perspective, looking at aspects of sexuality within our own culture and in cultures around the world. Course topics include the biology and culture of sex, gender, physical attraction, sexual orientation, marriage and mating taboos, fertility control, sexually transmitted diseases, and commercial aspects of sex.",,,,,ANTH298K or ANTH263,,,
ANTH,ANTH264,"Immigration Policy, Immigrant Lives",3,"An examination of the phenomenon of international migration, or immigration. Students develop awareness of how immigration has been framed in the general public and examined by social science disciplines, most prominently anthropology. Examination of case studies of different immigrant groups in distinct geographic contexts will illuminate the varied incorporation experiences of immigrants into U.S. society.Cross-listed with: IMMR219C.",,,,,ANTH264 or IMMR219C,,,
ANTH,ANTH265,Anthropology of Global Health,3,"An overview of the growing field of global health including health care systems, medical practices, ideas about illness in cross-cultural contexts, issues of health development, global health inequity, and human rights issues. The course will focus on the history of global health, the critique of major international health agencies and their development paradigms, and the political economy of social inequalities and health.",,,,,,,,
ANTH,ANTH266,"Changing Climate, Changing Cultures",3,"Explore past, present, and future interactions between humans and climate. Discussions, methods-oriented activities, and case study analyses provide students a foundation for appreciating the role of anthropology in understanding, responding to, and preparing for climate change.",,,,,,,,
ANTH,ANTH267,"Organic, Mechanical, Digital",3,"Beginning in the middle to late 20th century, human organization and experience has increasingly been influenced by digital forms of communication and production. Do these changes make us new types of people and societies? By putting the digital world in the context of the major periods associated with organic and mechanical technology, this course examines who contemporary people are and whether or not they are unique. The answer to this question will focus on how technological changes the individual, social organization and the relationship with the natural world. Sources from historians, anthropologists, sociologists, philosophers, political scientists and ecologists will be used to reconstruct these worlds.",,,,,,,,
ANTH,ANTH298,Special Topics in Anthropology,3,Anthropological perspectives on selected topics of broad general interest.,,,,,,6 credits if content differs,,
ANTH,ANTH305,Archaeological Methods and Practice,3,"A team-taught, interdisciplinary course discussing theories, methods, and ethical issues in the practice of archaeology.","ANTH240, ARTH200, or CLAS180.",,,,"ANTH305, ARTH305, CLAS305, or JWST319Y",,": ARTH305, CLAS305, JWST319Y",
ANTH,ANTH310,Method & Theory in Medical Anthropology and Global Health,3,"Provides a critical perspective to global health that encompasses key political, economic, and cultural factors associated with the nature and magnitude of global health issues such as HIV/AIDS, tuberculosis and malaria, paying particular attention to how poverty and inequalities within and between societies has accelerated current global health challenges. Introduces students to how medical anthropologists have contributed to the debates surrounding the globalization of health.",ANTH210. Jointly offered with ANTH665,,,,"ANTH310, ANTH465, or ANTH665",,,
ANTH,ANTH322,Method and Theory in Ecological Anthropology,3,"A theoretical consideration of ecological anthropology, focusing on issues related to cooperation, the management of common property, resilience, and sustainability. Explores the methods of sociocultural anthropology, including ethnology, evolutionary game theory and agent-based modeling; and natural-science approaches including behavioral and systems ecology.",ANTH220 or ANTH222,Must be in a major within the BSOS-Anthropology department,,,"ANTH320, ANTH322, ANTH425, or ANTH625",,,
ANTH,ANTH323,"Plagues, Pathogens and Public Policy",3,"The impact of diseases on populations from prehistoric times through the present will be examined, along with public perceptions of disease, scientific breakthroughs on treatment and prevention, and the ways that politics and public health policies can enhance or impede the advancement of disease treatment. The natural history of disease, population structure, and immunity will be discussed. The class will address emerging and re-emerging diseases and the ways that first responders, researchers, and policy makers may affect the outcome of an outbreak.",,,,,ANTH429A or ANTH323,,,
ANTH,ANTH338,Special Topics in Study Abroad III,1-6,Special topics course taken as part of an approved study abroad program.,,,,,,15 credits if content differs,,
ANTH,ANTH340,Method and Theory in Archaeology,3,"Theory, method, and practice which guides modern anthropological archaeology. Includes research design and execution (from survey through excavation and interpretation), the reconstruction of aspects of past cultures, and the understanding of cultural change and meaning.",ANTH240,Must be in Anthropology program; or permission of BSOS-Anthropology department,,,,,,
ANTH,ANTH341,Introduction to Zooarchaeology,3,"Zooarchaeology is the study of animal remains, especially bones, from archaeological contexts. This course will address both methodology as well as many of the main issues in contemporary zooarchaeology. Zooarchaeology stands at the intersection of a number of social and biological sciences, such as Biology, Osteology, Ecology, History, Anthropology and Economics. We will discuss basic animal osteology and the concepts and practices behind the identification of animal remains from archaeological contexts. We will cover the nature of the data in zooarchaeology, especially issues around using proxy data.",,,,,"ANTH298D, ANTH641 or ANTH341",,,
ANTH,ANTH345,Introduction to Laboratory Methods in Archaeology,3,"The processing, curation, cataloging and analysis of data is an important part of any archaeology field project. Students will learn the basics of laboratory techniques necessary for the final analysis and interpretation of field data.",,,,,,,,
ANTH,ANTH358,Undergraduate Teaching Assistant,1-3,Individual instruction course: contact department or instructor to obtain section and index numbers.,"ANTH220, ANTH260, or ANTH240",Junior standing or higher; and must be in Anthropology program,,,,6 credits if content differs,,
ANTH,ANTH360,Method and Theory in Sociocultural Anthropology,3,"Theoretical approaches and research methods in sociocultural anthropology. Emphasis on current debates, new directions, and their historical antecedents.",ANTH260,Must be in Anthropology program; or permission of BSOS-Anthropology department,,,,,,
ANTH,ANTH368,Regional Ethnography,3,"Peoples and cultures of a particular region of the world, on the basis of ethnographies, archaeological evidence, and relevant works by social historians and political economists. The regional focus and thematic emphasis will vary by semester.",ANTH260; or permission of BSOS-Anthropology department,,,,,6 credits if content differs,,
ANTH,ANTH380,Culture and Discourse,3,Contemporary discourse analysis and pragmatics applied to ethnographic research problems with particular attention to roots in recent linguistic anthropological work in ethnographic semantics and ethnography of speaking.,,,,,,,,
ANTH,ANTH386,Experiential Learning,1-6,,,Permission of BSOS-Anthropology department; and junior standing or higher; and must be in Anthropology program,,Completion of advanced courses in relevant subfield of anthropology recommended,,,,
ANTH,ANTH398,Independent Study,1-3,Independent interdisciplinary research and reading in specific areas of anthropology.,,Permission of BSOS-Anthropology department,,,,9 credits if content differs,,
ANTH,ANTH407,Anthropology and Development,3,"An examination of the intersection of Anthropology, international development and foreign policy. The course provides students with conceptual tools to engage with international development and other assistance projects in areas including conservation and climate change, governance and human security, gender, human rights, and political stability from a variety of viewpoints.Jointly offered with: ANTH607.",,,,,ANTH407 or ANTH607,,,
ANTH,ANTH411,Global Migration and Health,3,"The United Nations estimates that some 230 million people around the world are migrants who live outside their country of birth. This course focuses on these migrant populations, considering the implications of movement across borders and settlement in new societies on their health and well-being. We will investigate the social, political, and economic structures that shape disease and illness and produce differential access to health care for migrants. Within that context, we will explore the health effects of migration itself and particular health conditions from which migrants suffer. We will also examine how migrants interface with differently configured health care systems as well as strategies they and their advocates use to promote health and well-being.Jointly offered with: ANTH611.",,,,,ANTH411 or ANTH611,,,
ANTH,ANTH412,Hypermarginality and Urban Health,3,"Using perspectives from medical and urban anthropology, we examine the phenomenon of hypermarginality--the clustering of extreme poverty, chronic disease, addiction, violence and trauma in certain social and spatial contexts, often urban. We will explore both the broader social, political, and economic structures of exclusion that produce hypermarginality, as well as the illness experiences associated with these conditions. As we consider both social suffering and the related institutional responses, we will also discuss the role of anthropological approaches in national discussions about health inequities.",,,,,ANTH412 or ANTH612,,,
ANTH,ANTH413,Health Disparities in the United States,3,"Powerful economic, political, social, and cultural forces shape who gets sick, what illnesses/diseases they get, how they are treated while seeking care, what treatment options they have, and what their ultimate health outcomes are. The goal of the course is to understand these processes through the lens of critical medical anthropology",,,,,"ANTH468Q, ANTH688Q, ANTH413, or ANTH613",,,
ANTH,ANTH415,Critical Global Health,3,"Extends understandings of diverse health conditions facing world populations today and the science being made around them. Critically examines key issues in global aid and public health, with an emphasis on the theories, concepts, and methods of anthropology.",,,,"ANTH210, ANTH310, or ANTH265 or a similar course focused on global health or medical anthropology course. Jointly offered with: ANTH615",ANTH415 or ANTH615,,,
ANTH,ANTH416,Anthropology of Global Violence,3,"An examination of anthropological approaches to the study of violence, drawing from key texts to analyze how violence operates along a continuum: from routine, sometimes invisible forms of violence embedded in everyday life, to more overt and exceptional forms. Consideration of the role of ethnography in elucidating both the subjective experiences of violence and the ways in which violence is embedded in institutions, structures, and global political-economic processes. Analysis of the specific relationships between violence, health, mental health, and trauma in local and global contexts.Jointly offered with ANTH616.",,,,,"ANTH468O, ANTH66 8O, ANTH416 or ANTH616",,,
ANTH,ANTH421,Nutritional Anthropology,3,"The study of nutrition from an anthropological perspective which includes both biological and cultural aspects of nutrition. We will explore how nutrition can affect culture how culture can affect nutrition. Nutritional anthropology includes the study of cross-cultural variation in diet, nutritional status and subsistence systems as well as variation in these factors over the evolutionary course of human existence, from prehistoric and historic to modem times. Students will be introduced to nutritional anthropology and provided with the basics for assessing reliability and feasibility of nutritional advice and policy encountered in everyday modern life in a global setting.",,,,,"ANTH421, ANTH428N, or ANTH621",,,
ANTH,ANTH422,Human-Plant-(Human & Bioactive Plant) Interaction,3,"This seminar course will discuss the evolutionary, historical, cultural, and ecological aspects of coevolution with respect to humans and their interactions with specific bioactive plants. Case studies of human- plant-(pathogen) interactions will be discussed as well as an inclusive survey of anthropologically important phytochemicals. The seminar incorporates human-plant-(pathogen) interactions into models of human evolution and ecology.",ANTH220 and ANTH320; or permission of BSOS-Anthropology department,,,,ANTH422,,,
ANTH,ANTH424,Human Skeletal Anatomy,3,"In addition to descriptive information about bone identification, the lectures will address the history of human anatomical studies, the development of analytical techniques, and the application of these techniques in paleoanthropology, comparative anatomy, functional anatomy (and related fields, such as physical therapy), and skeletal analysis in museum, historic cemetery, archaeological, and forensic settings. Emphasis will be on the development of the skeleton and recognition of normal variation in bones. The laboratory sessions will allow the students access to human bones for the purpose of identification, documentation of human variation, and application of techniques to obtain information about the living individual from the skeleton.",,,,,,,,
ANTH,ANTH428,Special Topics in Bioanthropology,3,"Advanced research courses in biological anthropology on changing topics that correspond to new theoretical interests, faculty research interests, or the specialties of visiting scholars. Prerequisites or background knowledge vary with the topic. Check with the department for requirements.",,,,,,6 credits if content differs,,
ANTH,ANTH429,Advanced Special Topics in Biological Anthropology,3,Upper level biological anthropology courses on varying topics derived from new interests of the faculty or the specialties of visiting scholars.,,,,,,6 credits if content differs,,
ANTH,ANTH433,"Archaeology of Slavery: Classical, Caribbean and North American Contexts",3,Has slavery always existed? Does it come and go? North American plantation archaeology has become one of the foundations for understanding African American culture from the 1960s. Slavery in Antiquity existed in Greece and Rome on large scales and was essential to making commercial agriculture profitable work. Slavery in the Caribbean showed Europeans how to make a profit from African bodies. Trafficking in human persons today is recorded by the U.S. State Department annually and is regarded as modern slavery. These varying contexts of slavery will be compared in an attempt to understand slavery scientifically.Jointly offered with: ANTH633.,,,,,ANTH433 or ANTH633,,,
ANTH,ANTH435,Archaeological Ethnography and Heritage Ethnography,3,"Archaeologists and other heritage experts are increasingly incorporating ethnographic approaches as part of their methodological toolkit. This course explores key methods and frameworks in archaeological ethnography and heritage ethnography, set within the broader contexts of the historical development of anthropological theory and the current rapid growth of heritage studies as an interdisciplinary field of research and practice.Jointly offered with: ANTH635.",,,,,ANTH435 or ANTH635,,,
ANTH,ANTH438,Special Topics in Study Abroad IV,1-6,Special topics course taken as part of an approved study abroad program.,,,,,,15 credits if content differs,,
ANTH,ANTH440,Theory and Practice of Historical Archaeology,3,"Historical archaeology enhances cultural heritage by providing voice for groups who were often unable to record their own histories, such as women, laborers, working class families, and enslaved people. The course provides insight into issues related to race, gender, and ethnicity as they relate to multicultural histories.",ANTH240. Jointly offered with ANTH640,,,,ANTH440 or ANTH640,,,
ANTH,ANTH441,Archaeology of Diaspora,3,"""Diaspora"" is defined, theorized, deconstructed, and employed throughout the social sciences. There are context specific relations that define who leaves, when, and how they are received in the new place of settlement. Over the course of the semester the class will actively and critically examine the relevance of historical archaeology and material culture studies in the understanding of the formation, experiences, and transformation of diasporic groups over time and space.",ANTH240,,,,"ANTH448A, ANTH688Z, or ANTH441",,,
ANTH,ANTH442,Public Archeology,3,"Explores the uses and environments for archaeological work through a discussion of museum, electronic media, heritage settings, outdoor history museums, including the legal environment that offers protection for archaeological remains. The course exposes students to the majority of cultural media within which archaeology is currently practiced. The interdisciplinary course is a survey of the progress made within and beyond anthropology in understanding the function of heritage, public memory, tourism, and the other popular uses of materials from the past, including the progress made in linguistics psychology and other cognitive disciplines in understanding the purpose of the past.",,,,,"ANTH442, ANTH448V, or ANTH642",,,
ANTH,ANTH444,Theories of the Past,3,The primary purpose is to highlight some of the key achievements made by archaeologists in informing questions of interest to society from 1850 on. Key achievements include how archaeologists understand elements of the past thought to be central to the development of modern socieity. A secondary purpose is to introduce students to the theories used to understand the place of the past in society and the function of answers to questions thought central to modern social life.,ANTH240. Jointly offered with ANTH740,,,,"ANTH448P, ANTH444, or ANTH740",,,
ANTH,ANTH445,Laboratory Methods in Archaeology,3,"The processing, curation, cataloging and analysis of data is an important part of any archaeology field project. Students will learn that basics of laboratory techniques necessary for the final analysis and interpretation of field data.",ANTH496,,,ANTH240,,,,
ANTH,ANTH447,Material Culture Studies in Archaeology,3,"An in-depth introduction to the world of material culture studies with a focus on the methods and theories in historical archaeology. Students will look at archaeological data as historical documents, commodities and as symbols expressing ideas.",ANTH240,,,,"ANTH447, ANTH448C, ANTH647, or ANTH689C",,,
ANTH,ANTH448,Special Topics in Archaeology,3,"Advanced topics in archaeological research, corresponding to new theoretical developments, faculty research interests, or specialties of visiting scholars. Prerequisites may vary with course topic; check with the department for requirements.",ANTH240,,,,,6 credits if content differs,,
ANTH,ANTH449,Advanced Special Topics in Archaeology,3,Upper level archaeology courses on varying topics derived from new interests of the faculty or the specialties of visiting scholars.,,,,,,6 credits if content differs,,
ANTH,ANTH450,Theory and Practice of Environmental Anthropology,3,"An overview of contemporary application of cultural theory and methods to environmental problems. Topics include the use of theories of culture, cognitive approaches, discourse analysis, and political ecology. Case studies from anthropology, other social sciences, humanities, conservation, and environmental history are used to demonstrate the applied value of a cultural-environmental approach.",,Junior standing or higher. Jointly offered with ANTH650,,,ANTH450 or ANTH650,,,
ANTH,ANTH451,Environmental Archaeology,3,An overview of modern environmental archaeology as a tool for the interdisciplinary investigation of past and present global change and to engage the long term past with current issues of sustainability and rapid environmental change.,,,,,"ANTH451, ANTH651, ANTH448F, ANTH668F",,,
ANTH,ANTH452,Anthropology and Climate Change,3,"Human activities now influence ongoing global climatic change, and the outcome remains uncertain for communities and cultures around the world. This interaction between humans and climate provides a rich area of study for anthropologists in an interdisciplinary context. Case studies of historic and contemporary evidence will be used to understand impacts of global climate change and assess opportunities and barriers to successful responses and adaptation.","ANTH220, ANTH222, ANTH240, or ANTH260",,,,ANTH452 or ANTH652,,,
ANTH,ANTH453,Archaeology of the Modern City,3,"An overview of how social scientists, in particular historical archaeologists, approach modern cities as being part of the materiality of the social structure and order.",ANTH240; or permission of instructor,,,,ANTH448Q or ANTH453,,,
ANTH,ANTH454,Political Ecology,3,"The use of the environment is contested and negotiated within historic and contemporary societies. Incorporating methods and perspectives from across the social sciences through specific case studies in the Americas, Europe, Asia and Africa, this course offers a survey to coupled human-environmental systems.Jointly offered with: ANTH654.",,,,,ANTH454 or ANTH654,,,
ANTH,ANTH456,Conservation and Indigenous People in South America,3,"Considers indigenous peoples and their relation to the lands on which they live, issues of traditional indigenous knowledge and land management as well as new contributions by indigenous peoples to changing landscapes. Reviews legal mechanisms and instruments through which indigenous peoples have rights to the resources they occupy and utilize. Taking specific cases and examining them through the lens of political and social ecology, the role of indigenous peoples in local and worldwide conservation efforts is considered. Case studies will emphasize the indigenous peoples and conservation policies of Latin America.Jointly offered with: ANTH656.",,,,,"ANTH468L, ANTH456, ANTH688L, or ANTH656",,,
ANTH,ANTH461,Language as Practice,3,"An introduction to linguistic variation and the construction of identity, relationship, and community membership through language use. The approach emphasizes language as community-based practice and examines the dynamic construction of social relations through linguistic interactions.Jointly offered with: ANTH661.",,,,,"ANTH461, ANTH468I or ANTH661",,,
ANTH,ANTH462,Amazon Through Film,3,"An interdisciplinary course that utilizes film to consider the Amazon basin, its history, peoples, and landscapes through cinematic representations. The course places the films in the context of film history and critical theory. The course takes into consideration the Brazilian, North American, Mexican, European and Argentine creators of the films and their visions of Amazonia, as well as the audiences and markets to which the films are intended.",,,,,ANTH468D or ANTH462,,,
ANTH,ANTH463,Climate Cultures,3,"Climate change is an inherently global problem. To a significant degree, its causes and consequences are cultural in nature: Climate change impacts, mitigation and adaptation efforts are perceived and addressed in culture-specific ways. This course will be an overview of the holistic and anthropological approaches to the study of how culture frames what we know and how we respond to climate change. Readings, lectures, and discussions will focus on how culture is expressed through the interplay of processes and practices in specific economic, social and political contexts.",,,,,,,,
ANTH,ANTH464,Anthropology of Cultural Heritage,3,"A global exploration of how the past is remade in the present. Covers the breadth of scope and specific interventions of heritage practice at the global scale, including the social, political, economic, and ethical dimensions of cultural heritage.","ANTH260. Jointly offered with ANTH664. Credit only grant ed for: ANTH469T, ANTH689T, ANTH464, ANTH664",,,,,,,
ANTH,ANTH465,"Ethnoecology: Nature, Knowledge and People",3,"Introduces theory and methodology from ethnoecology, the study of human relationships with and knowledge about the environment. Students will examine human relationships with both biotic (e.g. plants and animals) and abiotic (e.g. glaciers, weather) elements of ecological systems to better understand how knowledge frameworks and cultural practices shape human experiences of the natural world. The history of ethnoecology as a discipline will be covered, before moving to case studies where different ecological knowledge systems come into contact via conservation projects, bioprospecting, and other contemporary issues. Involves both discussion and project-based learning with GIS, cultural domain analysis, and ethnographic methods.",,,,,ANTH465 or ANTH688E,,,
ANTH,ANTH466,Anthropology of Work,3,"Examines the concept and meaning of work, the different types of work, and how the development of time discipline became essential for the creation of capitalist labor. Explores the contemporary social justice movement and its impact on gender and racialized inequities. Includes an exploration of deindustrialized regions in the Rust Belt.Jointly offered with: ANTH666.",,,,,ANTH466 or ANTH666,,,
ANTH,ANTH467,Researching Environment and Culture,3,"In this applied course, students use mixed methods to research a locally-based, environmental sustainability issue. Classroom time will be split between seminar discussions of theory, methods, and relevant case studies, and lab work focused on project development, data analysis, and report write up. Students are expected to spend additional time outside class on data collection, analysis, and writing",,,,"ANTH322, ANTH360, ENSP101, or ENSP102",,,,
ANTH,ANTH468,Special Topics in Cultural Anthropology,3,"Advanced courses in varying specialty areas of cultural anthropology that respond to new theoretical developments, faculty research interests, or specialties of visiting scholars.",,,,,,6 credits if content differs,,
ANTH,ANTH469,Advanced Special Topics in Cultural Anthropology,3,Upper level cultural anthropology courses on varying topics derived from new interests of the faculty or the specialties of visiting scholars.,,,,,,6 credits if content differs,,
ANTH,ANTH473,Native American Languages and Cultures,3,"An introduction to Native American Languages and Cultures from a linguistic anthropological perspective. Topics to be explored include Native American identities, the stucture of Native languages, oral traditions, narrative story-telling, Native language and thought (Sapir/Whorf), language shift, linguistic revitalization, documentation of endangered languages, indigenous representation and appropriation, and racializing discourses.Jointly offered with: ANTH673.",,,,,ANTH473 or ANTH673,,,
ANTH,ANTH474,Language Racism & Identity,3,"An exploration of the relationship between language, identity and racism in a variety of social contexts, in the U.S. and elsewhere.Jointly offered with: ANTH674.",,,,,"ANTH474, ANTH469R, ANTH674, or ANTH689R",,,
ANTH,ANTH476,Senior Research,3-4,"Capstone course in which students pursue independent research into a current problem in anthropology, selected with assistance of a committee of faculty. Research leads to the writing of a senior thesis in anthropology.",,Must be in Anthropology program,,,ANTH476 or ANTH486,,,
ANTH,ANTH477,Senior Thesis,3-4,Capstone course in which students write a senior thesis on independent research into a current problem in anthropology. The thesis is defined before a committee of faculty.,ANTH476,Permission of BSOS-Anthropology department; and must be in Anthropology program,,,ANTH477 or ANTH487,,,
